It took 1.1185 seconds to compute the Mandelbrot set
It took 0.2712 seconds to dump the image to a file
         1255714 function calls (1235126 primitive calls) in 1.924 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:3718(__init__)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
       72    0.000    0.000    0.000    0.000 text.py:1361(get_parse_math)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:465(__call__)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
       54    0.000    0.000    0.000    0.000 text.py:246(_get_multialignment)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
        1    0.000    0.000    0.000    0.000 transforms.py:791(null)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 colorizer.py:38(Colorizer)
        1    0.000    0.000    0.000    0.000 font_manager.py:537(_cleanup_fontproperties_init)
        1    0.000    0.000    0.000    0.000 art3d.py:104(Text3D)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
       71    0.000    0.000    0.000    0.000 path.py:223(codes)
        3    0.000    0.000    0.000    0.000 colors.py:1522(__init__)
        4    0.000    0.000    0.000    0.000 text.py:1194(set_position)
       23    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ImageMode.py:37(getmode)
        1    0.000    0.000    0.000    0.000 figure.py:3228(clear)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
       12    0.000    0.000    0.000    0.000 ticker.py:2002(__init__)
        6    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        6    0.000    0.000    0.000    0.000 inspect.py:1436(formatannotation)
        1    0.000    0.000    0.000    0.000 core.py:5897(__init__)
       82    0.000    0.000    0.000    0.000 fromnumeric.py:3047(_max_dispatcher)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
       11    0.000    0.000    0.000    0.000 transforms.py:354(height)
        1    0.000    0.000    0.000    0.000 _internal.py:253(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 cbook.py:317(_remove_proxy)
       64    0.000    0.000    0.000    0.000 backend_bases.py:164(close_group)
       14    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:65(BmpImageFile)
        2    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:821(PsfontsMap)
        2    0.000    0.000    0.000    0.000 tokenize.py:382(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:388(find_cookie)
        3    0.000    0.000    0.000    0.000 core.py:5040(_generateDefaultName)
       40    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
        1    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
       45    0.000    0.000    0.000    0.000 core.py:4355(<genexpr>)
       15    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
        1    0.000    0.000    0.000    0.000 core.py:4865(__init__)
       11    0.000    0.000    0.000    0.000 ImageTk.py:145(__str__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        6    0.000    0.000    0.000    0.000 artist.py:622(get_snap)
       36    0.000    0.000    0.000    0.000 backend_agg.py:258(points_to_pixels)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 _base.py:2279(_sci)
        1    0.000    0.000    0.000    0.000 _asarray.py:26(require)
       12    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       80    0.000    0.000    0.000    0.000 fromnumeric.py:3185(_min_dispatcher)
       39    0.000    0.000    0.000    0.000 core.py:4124(<genexpr>)
        2    0.000    0.000    0.000    0.000 artist.py:1105(set_label)
        1    0.000    0.000    0.000    0.000 __init__.py:876(hugepage_setup)
       33    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
        1    0.000    0.000    0.000    0.000 spines.py:555(from_dict)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1093(poly1d)
       12    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
       41    0.000    0.000    0.000    0.000 fromnumeric.py:3519(_ndim_dispatcher)
       46    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2293(vectorize)
        1    0.000    0.000    0.000    0.000 pyplot.py:1132(get_fignums)
       10    0.000    0.000    0.000    0.000 axis.py:2339(_make_getset_interval)
        6    0.000    0.000    0.000    0.000 threading.py:122(RLock)
       12    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       74    0.000    0.000    0.000    0.000 util.py:243(no_escape_re_range_char)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:99(get_active)
        1    0.000    0.000    0.000    0.000 __init__.py:1463(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:2877(Canvas)
       22    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
       54    0.000    0.000    0.000    0.000 axis.py:264(get_loc)
       43    0.000    0.000    0.000    0.000 __init__.py:2057(__init__)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:910(outer)
        2    0.000    0.000    0.000    0.000 <frozen os>:726(__delitem__)
        1    0.000    0.000    0.000    0.000 collections.py:964(_CollectionWithSizes)
        2    0.000    0.000    0.000    0.000 six.py:194(find_spec)
       43    0.000    0.000    0.000    0.000 backend_bases.py:960(get_hatch_linewidth)
       43    0.000    0.000    0.000    0.000 backend_bases.py:748(get_clip_path)
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1628(_windowingsystem)
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 ImageTk.py:134(__del__)
        1    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        4    0.000    0.000    0.000    0.000 spines.py:209(register_axis)
        1    0.000    0.000    0.000    0.000 axis.py:2369(XAxis)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 numeric.py:98(zeros_like)
        3    0.000    0.000    0.000    0.000 transforms.py:360(size)
       44    0.000    0.000    0.000    0.000 multiarray.py:1106(copyto)
        4    0.000    0.000    0.000    0.000 __init__.py:425(set)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        7    0.000    0.000    0.000    0.000 core.py:1331(_replace_dtype_fields_recursive)
        8    0.000    0.000    0.000    0.000 <frozen os>:798(decode)
       17    0.000    0.000    0.000    0.000 results.py:272(__iter__)
       54    0.000    0.000    0.000    0.000 text.py:317(get_rotation_mode)
       10    0.000    0.000    0.000    0.000 core.py:3739(parseImpl)
       19    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 core.py:630(filled)
       42    0.000    0.000    0.000    0.000 artist.py:720(get_path_effects)
       46    0.000    0.000    0.000    0.000 core.py:4354(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       12    0.000    0.000    0.000    0.000 ticker.py:1696(raise_if_exceeds)
        1    0.000    0.000    0.000    0.000 polar.py:756(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 subprocess.py:701(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(winfo_toplevel)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        5    0.000    0.000    0.000    0.000 core.py:3593(mask)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:117(set_active)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        1    0.000    0.000    0.000    0.000 figure.py:1754(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 _base.py:3090(_update_title_position)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1187(_process)
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       64    0.000    0.000    0.000    0.000 backend_bases.py:157(open_group)
       14    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
        9    0.000    0.000    0.000    0.000 core.py:3772(_get_data)
       14    0.000    0.000    0.000    0.000 functools.py:995(__init__)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:23(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:336(add_text)
       35    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       24    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:267(__init__)
        5    0.000    0.000    0.000    0.000 core.py:6109(token_map)
        1    0.000    0.000    0.000    0.000 __init__.py:2117(Wm)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:753(PngImageFile)
        1    0.000    0.000    0.000    0.000 dviread.py:1023(_LuatexKpsewhich)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        1    0.000    0.000    0.000    0.000 image.py:712(set_interpolation)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:157(_splitext)
        2    0.000    0.000    0.000    0.000 core.py:3581(_generateDefaultName)
       47    0.000    0.000    0.000    0.000 _local.py:298(root)
       24    0.000    0.000    0.000    0.000 {built-in method math.log10}
       21    0.000    0.000    0.000    0.000 core.py:3493(dtype)
        2    0.000    0.000    0.000    0.000 scale.py:718(scale_factory)
        1    0.000    0.000    0.000    0.000 figure.py:965(clear)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:362(FigureCanvasAgg)
       68    0.000    0.000    0.000    0.000 inspect.py:3106(return_annotation)
       14    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       13    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
       43    0.000    0.000    0.000    0.000 backend_bases.py:800(get_snap)
        1    0.000    0.000    0.000    0.000 collections.py:1260(FillBetweenPolyCollection)
        1    0.000    0.000    0.000    0.000 uuid.py:88(UUID)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 transforms.py:1882(Affine2D)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:336(JpegImageFile)
       24    0.000    0.000    0.000    0.000 backend_bases.py:914(set_linewidth)
       40    0.000    0.000    0.000    0.000 axis.py:310(<genexpr>)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:246(validate_fonttype)
        1    0.000    0.000    0.000    0.000 _base.py:1761(set_adjustable)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        1    0.000    0.000    0.000    0.000 colors.py:1514(BivarColormap)
        1    0.000    0.000    0.000    0.000 widgets.py:2454(SpanSelector)
       43    0.000    0.000    0.000    0.000 backend_bases.py:952(get_hatch_color)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3511(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 plistlib.py:177(_PlistParser)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
       38    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:477(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 cycler.py:104(Cycler)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1573(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:3747(Text)
        1    0.000    0.000    0.000    0.000 threading.py:592(__init__)
       43    0.000    0.000    0.000    0.000 backend_bases.py:941(get_hatch)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 colors.py:207(_sanitize_extrema)
       33    0.000    0.000    0.000    0.000 core.py:4642(recurse)
       25    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 contour.py:551(ContourSet)
        1    0.000    0.000    0.000    0.000 widgets.py:3735(PolygonSelector)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:313(__subclasshook__)
       43    0.000    0.000    0.000    0.000 backend_bases.py:968(get_sketch_params)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 gzip.py:147(GzipFile)
        8    0.000    0.000    0.000    0.000 core.py:5060(stopOn)
       43    0.000    0.000    0.000    0.000 backend_bases.py:763(get_dashes)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
       24    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
       12    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
        6    0.000    0.000    0.000    0.000 Image.py:3727(register_save)
        2    0.000    0.000    0.000    0.000 transforms.py:2185(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:864(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 polar.py:812(PolarAxes)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        7    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 figure.py:102(current)
        1    0.000    0.000    0.000    0.000 artist.py:87(_finalize_rasterization)
       38    0.000    0.000    0.000    0.000 cbook.py:1643(<lambda>)
       43    0.000    0.000    0.000    0.000 backend_bases.py:918(set_url)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1398(__iter__)
        1    0.000    0.000    0.000    0.000 registry.py:15(BackendRegistry)
        8    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:591(_validate_greaterequal0_lessequal1)
       42    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       43    0.000    0.000    0.000    0.000 path.py:254(should_simplify)
        1    0.000    0.000    0.000    0.000 core.py:81(__compat__)
       33    0.000    0.000    0.000    0.000 results.py:26(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1363(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1430(IPv4Interface)
        2    0.000    0.000    0.000    0.000 linecache.py:184(lazycache)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       14    0.000    0.000    0.000    0.000 Image.py:564(width)
        6    0.000    0.000    0.000    0.000 axis.py:1670(get_minor_ticks)
        7    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
       30    0.000    0.000    0.000    0.000 results.py:263(__contains__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1380(_get_parent_path)
       40    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 transforms.py:2634(__init__)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:80(GifImageFile)
        2    0.000    0.000    0.000    0.000 traceback.py:329(__getitem__)
       10    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        6    0.000    0.000    0.000    0.000 cbook.py:1715(safe_isfinite)
        1    0.000    0.000    0.000    0.000 core.py:3603(mask)
        1    0.000    0.000    0.000    0.000 axis.py:2593(YAxis)
        1    0.000    0.000    0.000    0.000 ImageMath.py:27(_Operand)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 platform.py:921(uname_result)
        1    0.000    0.000    0.000    0.000 widgets.py:3131(RectangleSelector)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:159(ChunkStream)
        6    0.000    0.000    0.000    0.000 ticker.py:1818(__call__)
       43    0.000    0.000    0.000    0.000 backend_bases.py:721(restore)
       43    0.000    0.000    0.000    0.000 path.py:242(simplify_threshold)
        4    0.000    0.000    0.000    0.000 _linalg.py:182(_makearray)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
        1    0.000    0.000    0.000    0.000 __init__.py:1859(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        1    0.000    0.000    0.000    0.000 widgets.py:2100(_SelectorWidget)
       29    0.000    0.000    0.000    0.000 __init__.py:4237(__str__)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:48(isdir)
        9    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        4    0.000    0.000    0.000    0.000 text.py:1160(set_fontweight)
       14    0.000    0.000    0.000    0.000 Image.py:568(height)
        1    0.000    0.000    0.000    0.000 transforms.py:1156(LockableBbox)
        4    0.000    0.000    0.000    0.000 core.py:3506(parseImpl)
        1    0.000    0.000    0.000    0.000 contour.py:58(ContourLabeler)
        1    0.000    0.000    0.000    0.000 backend_agg.py:57(RendererAgg)
        3    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        1    0.000    0.000    0.000    0.000 axes3d.py:4044(_Quaternion)
        2    0.000    0.000    0.000    0.000 transforms.py:977(intervalx)
        1    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        1    0.000    0.000    0.000    0.000 colorizer.py:325(_ColorizerInterface)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        6    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:853(__len__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
       21    0.000    0.000    0.000    0.000 core.py:3876(recurse)
       26    0.000    0.000    0.000    0.000 patches.py:821(rotation_point)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:831(values)
        8    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:2347(<genexpr>)
        3    0.000    0.000    0.000    0.000 enum.py:1571(__repr__)
        1    0.000    0.000    0.000    0.000 colors.py:98(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        4    0.000    0.000    0.000    0.000 weakref.py:68(__call__)
       13    0.000    0.000    0.000    0.000 _ufunc_config.py:436(__init__)
        1    0.000    0.000    0.000    0.000 registry.py:95(_backend_module_name)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
        1    0.000    0.000    0.000    0.000 colors.py:2119(Normalize)
        4    0.000    0.000    0.000    0.000 core.py:5182(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
       27    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        5    0.000    0.000    0.000    0.000 <frozen os>:856(fsdecode)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 __init__.py:1111(StreamHandler)
        2    0.000    0.000    0.000    0.000 traceback.py:445(extended_frame_gen)
        1    0.000    0.000    0.000    0.000 contextlib.py:547(_push_cm_exit)
        1    0.000    0.000    0.000    0.000 colors.py:3231(LightSource)
        4    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
       22    0.000    0.000    0.000    0.000 axis.py:500(locator)
        3    0.000    0.000    0.000    0.000 figure.py:2802(axes)
        1    0.000    0.000    0.000    0.000 pyplot.py:449(backend_mod)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:175(array_function_from_dispatcher)
       29    0.000    0.000    0.000    0.000 core.py:4366(<genexpr>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 collections.py:1764(EventCollection)
        8    0.000    0.000    0.000    0.000 backend_tools.py:52(_register_tool_class)
        1    0.000    0.000    0.000    0.000 colors.py:2350(TwoSlopeNorm)
       34    0.000    0.000    0.000    0.000 core.py:1964(recurse)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:338(__init__)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2545(FigureManagerBase)
       14    0.000    0.000    0.000    0.000 functools.py:1001(__set_name__)
        1    0.000    0.000    0.000    0.000 __init__.py:453(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:1848(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3033(Regex)
        1    0.000    0.000    0.000    0.000 util.py:14(__config_flags)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 __init__.py:3366(Listbox)
       22    0.000    0.000    0.000    0.000 core.py:3563(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:550(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1336(EngFormatter)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:473(__new__)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 offsetbox.py:435(VPacker)
        1    0.000    0.000    0.000    0.000 axis3d.py:729(XAxis)
        1    0.000    0.000    0.000    0.000 __init__.py:4279(PhotoImage)
        2    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        5    0.000    0.000    0.000    0.000 rcsetup.py:583(_validate_greaterthan_minushalf)
       10    0.000    0.000    0.000    0.000 enum.py:807(__members__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
       11    0.000    0.000    0.000    0.000 core.py:3509(shape)
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 rcsetup.py:569(validate_sketch)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        4    0.000    0.000    0.000    0.000 __init__.py:1758(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5424(_update_ignorer)
       24    0.000    0.000    0.000    0.000 core.py:4365(<genexpr>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:780(_validate_legend_loc)
        6    0.000    0.000    0.000    0.000 Image.py:3712(register_mime)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:280(PngInfo)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2225(IPv6Interface)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 colors.py:680(Colormap)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        1    0.000    0.000    0.000    0.000 backend_agg.py:85(_update_methods)
        1    0.000    0.000    0.000    0.000 traceback.py:428(StackSummary)
        1    0.000    0.000    0.000    0.000 colors.py:563(ColorConverter)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 transforms.py:1081(TransformedBbox)
        4    0.000    0.000    0.000    0.000 _base.py:3101(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
       24    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
        2    0.000    0.000    0.000    0.000 cbook.py:824(__contains__)
        1    0.000    0.000    0.000    0.000 ticker.py:2042(MaxNLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1138(RRuleLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:1664(nametowidget)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
       24    0.000    0.000    0.000    0.000 backend_bases.py:926(set_snap)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3473(_Backend)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1384(_recalculate)
        1    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
        1    0.000    0.000    0.000    0.000 ElementTree.py:126(Element)
        1    0.000    0.000    0.000    0.000 transforms.py:2332(CompositeGenericTransform)
       18    0.000    0.000    0.000    0.000 markers.py:296(get_marker)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        2    0.000    0.000    0.000    0.000 axis.py:2564(get_minpos)
        8    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        8    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
